N,Overlap,Deg_Rate,Noise_Std,Memory_Class,r_star,fidelity_at_r,fidelity_prev,slope,collapsed,braak_at_collapse,plateau_height,post_floor,transition_width,auc
500,high,medium,0.3,weak_remote,0.7,0.3736203285640416,0.9960528737430772,-12.448650903580711,True,Stage_3,0.9995448341336517,-0.0018377432703144021,0.08512450320412557,0.6986702286501104
500,high,medium,0.4,strong_recent,0.95,0.2007998277246952,0.9999938346147538,-15.98388013780117,True,Stage_3,1.0000000811464647,0.40026455411314976,0.06884366278407139,0.93503975482136
500,high,medium,0.4,strong_salient,0.95,0.22361877825856208,1.0000003592967988,-15.527631620764732,True,Stage_3,1.0000001684216893,0.407873045851787,0.07120036289764209,0.9361811862960457
500,high,medium,0.4,weak_dense,0.85,0.0480088717614611,0.9999687832196553,-19.039198229163883,True,Stage_3,0.9999999049080742,0.021197346927701605,0.04201857611706428,0.8305784563766636
500,high,medium,0.4,weak_remote,0.7,0.3736203285640416,0.9749461851809174,-12.026517132337515,True,Stage_3,0.9974778554073224,-0.0018377432421677641,0.08660868480630712,0.6958469515151694
500,high,medium,0.5,strong_recent,0.95,0.2007997364550829,0.9999938319921493,-15.983881910741328,True,Stage_3,1.0000000811464647,0.40026452281574415,0.06884365232405776,0.9350397501267492
500,high,medium,0.5,strong_salient,0.95,0.22361877220869064,1.0000003592967988,-15.527631741762162,True,Stage_3,1.0000001684216893,0.4078730438351632,0.07120036234290406,0.9361811859935522
500,high,medium,0.5,weak_dense,0.85,0.0480088717614611,0.9999687832196553,-19.039198229163883,True,Stage_3,0.9999999049080742,0.021197346891845683,0.04201857611706428,0.8305784563712852
500,high,medium,0.5,weak_remote,0.7,0.3736203285640416,0.9119240836054087,-10.76607510082734,True,Stage_3,0.9905621785060056,-0.0018377429151700602,0.09173286869201946,0.6871640325080376
500,high,slow,0.1,strong_recent,0.925,0.1946698124855757,0.9999938378334046,-32.21296101391315,True,Stage_3,1.0000000153289121,0.31980361736118795,0.08461412928121104,0.9274754680309445
500,high,slow,0.1,strong_salient,0.95,0.2236187841296196,1.0000002069473266,-31.05525691270828,True,Stage_3,1.0000001272243613,0.4887765788733959,0.0604298867507993,0.9485972489081322
500,high,slow,0.1,weak_dense,0.825,0.308191230095923,0.9999687832196553,-27.671102124949293,True,Stage_3,0.9999999938230405,0.02733887928981955,0.04139160656331642,0.8255770136005672
